# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 2a5f05d4e2e9c6190ef6c6d28ff9f032d06d6e15c8d1d03d429d0cb72dda5140
# retrieved: 2026-08-21T03:15:49Z
iata,ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region,municipality,scheduled_service
MEL,YMML,large_airport,Melbourne Airport,-37.670732,144.837898,AU,AU-VIC,Melbourne,yes
MEM,KMEM,large_airport,Frederick W. Smith International Airport,35.043845,-89.976340,US,US-TN,Memphis,yes
MEN,LFNB,medium_airport,Mende-Brenoux Airfield,44.502102,3.532820,FR,FR-OCC,Mende/Brénoux,no
MEO,KMQI,small_airport,Dare County Regional Airport,35.918790,-75.695662,US,US-NC,Manteo,no
MEP,WMAU,small_airport,Mersing Airport,2.389148,103.874183,MY,MY-01,Mersing,no
MEQ,WITC,medium_airport,Cut Nyak Dhien Airport,4.040998,96.253312,ID,ID-AC,Kuala Pesisir,yes
MER,KMER,medium_airport,Castle Airport,37.380501,-120.568001,US,US-CA,Merced,no
MES,WIMK,medium_airport,Soewondo Air Force Base,3.558425,98.672275,ID,ID-SU,Medan,no
MET,YMOT,small_airport,Moreton Airport,-12.444200,142.638000,AU,AU-QLD,Moreton,no
MEU,SBMD,medium_airport,Monte Dourado - Serra do Areão Airport,-0.889839,-52.602200,BR,BR-PA,Almeirim,no
MEV,KMEV,small_airport,Minden-Tahoe Airport,39.000301,-119.751000,US,US-NV,Minden,no
MEW,FZVM,small_airport,Mweka Airport,-4.855027,21.541786,CD,CD-KS,Mweka,no
MEX,MMMX,large_airport,Mexico City Benito Juárez International Airport,19.435822,-99.070330,MX,MX-DIF,Mexico City,yes
MEY,VNMG,small_airport,Meghauli Airport,27.577400,84.228750,NP,NP-P3,Meghauli,no
MEZ,FAMH,small_airport,Musina(Messina) Airport,-22.355672,29.986200,ZA,ZA-NP,Musina,no
MFA,HTMA,small_airport,Mafia Airport,-7.917478,39.668502,TZ,TZ-19,Kilindoni,yes
MFB,SK-481,small_airport,Monfort Airport,0.633333,-69.750000,CO,CO-VAU,Monfort,no
MFC,FXMF,small_airport,Mafeteng Airport,-29.801100,27.243601,LS,LS-E,Mafeteng,no
MFD,KMFD,medium_airport,Mansfield Lahm Regional Airport,40.821400,-82.516602,US,US-OH,Mansfield,no
MFE,KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,US,US-TX,McAllen,yes
MFF,FOOD,small_airport,Moanda Airport,-1.526558,13.251332,GA,GA-2,Moanda,no
MFG,OPMF,small_airport,Muzaffarabad Airport,34.338835,73.508886,PK,PK-JK,Muzaffarabad,yes
MFH,K67L,medium_airport,Mesquite Airport,36.833105,-114.055928,US,US-NV,Mesquite,no
MFI,KMFI,small_airport,Marshfield Municipal Airport,44.636902,-90.189301,US,US-WI,Marshfield,no
MFJ,NFMO,small_airport,Moala Airport,-18.566700,179.951004,FJ,FJ-E,Moala,yes
MFK,RCMT,medium_airport,Matsu Beigan Airport,26.224140,120.002679,TW,TW-LIE,Matsu (Beigan),yes
MFL,YWDV,small_airport,Mount Full Stop Airport,-19.670000,144.885200,AU,AU-QLD,Wando Vale,no
MFM,VMMC,large_airport,Macau International Airport,22.149599,113.592003,MO,MO-CAR,Nossa Senhora do Carmo,yes
MFN,NZMF,small_airport,Milford Sound Airport,-44.673302,167.923004,NZ,NZ-STL,,no
MFO,AYNG,small_airport,Manguna Airport,-5.577778,151.792333,PG,PG-EBR,Manguna,no
MFP,YMCR,small_airport,Manners Creek Airport,-22.100000,137.983002,AU,AU-NT,,no
MFQ,DRRM,medium_airport,Maradi Airport,13.502500,7.126750,NE,NE-4,Maradi,no
MFR,KMFR,medium_airport,Rogue Valley International-Medford Airport,42.374199,-122.873001,US,US-OR,Medford,yes
MFS,SKMF,small_airport,Miraflores Airport,1.350000,-71.944400,CO,CO-GUV,Miraflores,no
MFU,FLMF,large_airport,Mfuwe International Airport,-13.258900,31.936600,ZM,ZM-03,Mfuwe,yes
MFV,KMFV,small_airport,Accomack County Airport,37.646900,-75.761101,US,US-VA,Melfa,no
MFX,LFKX,small_airport,Méribel Altiport,45.407505,6.577597,FR,FR-ARA,Les Allues,no
MFZ,AYES,small_airport,Meselia Airport,-6.136400,149.118300,PG,PG-WBK,Demgulu,no
MGA,MNMG,large_airport,Augusto C. Sandino (Managua) International Airport,12.141500,-86.168198,NI,NI-MN,Managua,yes
MGB,YMTG,medium_airport,Mount Gambier Airport,-37.744382,140.780561,AU,AU-SA,Mount Gambier,yes
MGC,KMGC,medium_airport,Michigan City Municipal Airport,41.703300,-86.821198,US,US-IN,Michigan City,yes
MGD,SLMG,small_airport,Magdalena Airport,-13.260748,-64.060764,BO,BO-B,Magdalena,no
MGE,KMGE,medium_airport,Dobbins Air Reserve Base,33.915401,-84.516296,US,US-GA,Marietta,no
MGF,SBMG,medium_airport,Regional de Maringá - Sílvio Name Júnior Airport,-23.476060,-52.016187,BR,BR-PR,Maringá,yes
MGH,FAMG,medium_airport,Margate Airport,-30.857401,30.343000,ZA,ZA-NL,Margate,yes
MGI,MGI,small_airport,National Wildlife Refuge Airport,28.323000,-96.464000,US,US-TX,Matagorda Island,no
MGJ,KMGJ,small_airport,Orange County Airport,41.509998,-74.264603,US,US-NY,Montgomery,no
MGK,VYMT,small_airport,Mong Tong Airport,20.296700,98.898903,MM,MM-17,Mong Tong,no
MGL,EDLN,medium_airport,Mönchengladbach Airport,51.230278,6.504444,DE,DE-NW,Mönchengladbach,no
MGM,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,US,US-AL,Montgomery,yes
MGN,SKMG,medium_airport,Baracoa Airport,9.284740,-74.846100,CO,CO-BOL,Magangué,no
MGP,MGP,small_airport,Manga Airport,-4.147000,153.018600,PG,PG-NIK,Manga Mission,no
MGQ,HCMM,large_airport,Aden Adde International Airport,2.014440,45.304699,SO,SO-BN,Mogadishu,yes
MGR,KMGR,small_airport,Moultrie Municipal Airport,31.084900,-83.803299,US,US-GA,Moultrie,no
MGS,NCMG,small_airport,Mangaia Island Airport,-21.895987,-157.906662,CK,CK-U-A,Mangaia Island,no
MGT,YMGB,small_airport,Milingimbi Airport,-12.094400,134.893997,AU,AU-NT,Milingimbi Island,yes
MGU,VYMN,small_airport,Manaung Airport,18.845800,93.688904,MM,MM-16,Manaung,no
MGV,YMGR,small_airport,Margaret River (Station) Airport,-18.621700,126.883003,AU,AU-WA,,no
MGW,KMGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,US,US-WV,Morgantown,yes
MGX,FOGI,small_airport,Moabi Airport,-2.455187,10.935800,GA,GA-5,Moabi,no
MGY,KMGY,small_airport,Dayton-Wright Brothers Airport,39.589001,-84.224899,US,US-OH,Dayton,no
MGZ,VYME,medium_airport,Myeik Airport,12.439800,98.621498,MM,MM-05,Mkeik,yes
MHA,SYMD,small_airport,Mahdia Airport,5.272845,-59.149296,GY,GY-PT,Mahdia,no
MHC,SCPQ,small_airport,Mocopulli Airport,-42.340388,-73.715693,CL,CL-LL,Dalcahue,yes
MHD,OIMM,large_airport,Mashhad International Airport,36.234821,59.642949,IR,IR-09,Mashhad,yes
MHE,KMHE,small_airport,Mitchell Municipal Airport,43.774799,-98.038597,US,US-SD,Mitchell,no
MHF,SK-482,small_airport,Morichal Airport,1.750000,-69.916667,CO,CO-VAU,Morichal,no
MHG,EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,DE,DE-BW,Mannheim,yes
MHH,MYAM,medium_airport,Leonard M. Thompson International Airport,26.510711,-77.084262,BS,BS-CO,Marsh Harbour,yes
MHI,HDMO,small_airport,Moucha Airport,11.729750,43.209559,DJ,DJ-DJ,Moucha Island,no
MHK,KMHK,medium_airport,Manhattan Regional Airport,39.140999,-96.670799,US,US-KS,Manhattan,yes
MHL,KMHL,small_airport,Marshall Memorial Municipal Airport,39.095798,-93.202904,US,US-MO,Marshall,no
MHM,AGOB,small_airport,Manaoba Airport,-8.325008,160.800510,SB,SB-ML,Manaoba,yes
MHN,MHN,small_airport,Hooker County Airport,42.042155,-101.059113,US,US-NE,Mullen,no
MHO,YMHO,small_airport,Mount House Airport,-17.051917,125.712491,AU,AU-WA,Wunaamin Miliwundi Ranges,no
MHQ,EFMA,medium_airport,Mariehamn Airport,60.122200,19.898199,FI,FI-01,Mariehamn,yes
MHR,KMHR,medium_airport,Sacramento Mather Airport,38.554744,-121.297989,US,US-CA,Sacramento,no
MHS,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,US,US-CA,Dunsmuir,no
MHT,KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,US,US-NH,Manchester,yes
MHU,YHOT,medium_airport,Mount Hotham Airport,-37.047501,147.334000,AU,AU-VIC,Mount Hotham,yes
MHV,KMHV,medium_airport,Mojave Air & Space Port,35.056391,-118.145342,US,US-CA,Mojave,no
MHW,SLAG,small_airport,Monteagudo Airport,-19.827000,-63.960999,BO,BO-H,El Bañado,no
MHX,NCMH,small_airport,Manihiki Island Airport,-10.380910,-160.999424,CK,CK-U-A,Manihiki Island,yes
MHY,AYEH,small_airport,Morehead Airport,-8.714111,141.644444,PG,PG-WPD,Morehead,no
MHZ,EGUN,medium_airport,RAF Mildenhall,52.361900,0.486406,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",no
MIA,KMIA,large_airport,Miami International Airport,25.796011,-80.289751,US,US-FL,Miami,yes
MIB,KMIB,medium_airport,Minot Air Force Base,48.415600,-101.358002,US,US-ND,Minot,no
MIC,KMIC,small_airport,Crystal Airport,45.062000,-93.353897,US,US-MN,Minneapolis,no
MID,MMMD,large_airport,Manuel Crescencio Rejón International Airport,20.930485,-89.645462,MX,MX-YUC,Mérida,yes
MIE,KMIE,medium_airport,Delaware County Johnson Field,40.242298,-85.395897,US,US-IN,Muncie,no
MIF,KE01,small_airport,Roy Hurd Memorial Airport,31.582500,-102.908997,US,US-TX,Monahans,no
MIG,ZUMY,medium_airport,Mianyang Nanjiao Airport,31.428101,104.740997,CN,CN-51,Mianyang (Fucheng),yes
MIH,YMIP,small_airport,Mitchell Plateau Airport,-14.790817,125.825729,AU,AU-WA,Mitchell Plateau,no
MII,SBML,medium_airport,Frank Miloye Milenkowichi–Marília State Airport,-22.196899,-49.926485,BR,BR-SP,Marília,yes
MIJ,MLIP,small_airport,Mili Island Airport,6.084754,171.731419,MH,MH-MIL,Mili Island,yes
MIK,EFMI,medium_airport,Mikkeli Airport,61.686600,27.201799,FI,FI-04,Mikkeli,no
MIM,YMER,medium_airport,Merimbula Airport,-36.908600,149.901001,AU,AU-NSW,Merimbula,yes
MIN,YMPA,small_airport,Minnipa Airport,-32.843300,135.145004,AU,AU-SA,,no
MIO,KMIO,small_airport,Miami Municipal Airport,36.909199,-94.887497,US,US-OK,Miami,no
MIP,LLMR,small_airport,Mitzpe Ramon Airfield,30.650600,34.806900,IL,IL-D,Mitzpe Ramon,no
MIQ,KMLE,small_airport,Millard Airport,41.195877,-96.112107,US,US-NE,Omaha,no
MIR,DTMB,medium_airport,Monastir Habib Bourguiba International Airport,35.758099,10.754700,TN,TN-52,Monastir,yes
MIS,AYMS,small_airport,Misima Island Airport,-10.689200,152.837997,PG,PG-MBA,Misima Island,yes
MIT,KMIT,small_airport,Shafter Airport - Minter Field,35.507401,-119.192002,US,US-CA,Shafter,no
MIU,DNMA,large_airport,Maiduguri International Airport,11.854163,13.080702,NG,NG-BO,Maiduguri,yes
MIV,KMIV,medium_airport,Millville Municipal Airport,39.367802,-75.072197,US,US-NJ,Millville,no
MIW,KMIW,small_airport,Marshalltown Municipal Airport,42.112701,-92.917801,US,US-IA,Marshalltown,no
MIX,SK-003,small_airport,Miriti Parana Airport,-0.886017,-70.983446,CO,CO-AMA,Mirití-Paraná,no
MIY,YMTA,small_airport,Mittebah Airport,-18.809300,137.081500,AU,AU-NT,,no
MIZ,MIZ,small_airport,Mainoru Airstrip,-14.053300,134.094200,AU,AU-NT,Mainoru,no
MJA,FMSJ,small_airport,Manja Airport,-21.426105,44.316509,MG,MG-U,Manja,no
MJB,MH-MJB,small_airport,Mejit Atoll Airport,10.283302,170.869000,MH,MH-MEJ,Mejit Atoll,no
MJC,DIMN,medium_airport,Man Airport,7.272070,-7.587360,CI,CI-MG,,no
MJD,OPMJ,medium_airport,Moenjodaro Airport,27.335199,68.143097,PK,PK-SD,Moenjodaro,no
MJE,MH-MJE,small_airport,Majkin Airport,8.163362,168.173862,MH,MH-NMU,Majkin,yes
MJF,ENMS,medium_airport,"Mosjøen Airport, Kjærstad",65.783997,13.214900,NO,NO-18,Mosjøen,yes
MJG,MUMJ,small_airport,Mayajigua Airport,22.230801,-79.062202,CU,CU-07,Mayajigua,no
MJI,HLLM,large_airport,Mitiga International Airport,32.891770,13.287878,LY,LY-TB,Tripoli,yes
MJJ,MJJ,small_airport,Moki Airport,-5.718100,145.240400,PG,PG-MPM,Moki,no
MJK,YSHK,medium_airport,Shark Bay Airport,-25.897294,113.575802,AU,AU-WA,Denham,yes
MJL,FOGM,medium_airport,Mouilla Ville Airport,-1.845140,11.056700,GA,GA-4,Mouila,no
MJM,FZWA,medium_airport,Mbuji Mayi Airport,-6.121240,23.569000,CD,CD-KE,Mbuji Mayi,yes
MJN,FMNM,large_airport,Amborovy Airport,-15.666842,46.351233,MG,MG-M,Mahajanga,yes
MJO,FYME,small_airport,Mount Etjo Airport,-21.023300,16.452801,NA,NA-OD,Mount Etjo Safari Lodge,no
MJP,YMJM,small_airport,Manjimup Airport,-34.265301,116.139999,AU,AU-WA,,no
MJQ,KMJQ,small_airport,Jackson Municipal Airport,43.650002,-94.986504,US,US-MN,Jackson,no
MJR,SA14,small_airport,Miramar Airport,-38.227100,-57.869700,AR,AR-B,Miramar,no
MJS,MJS,small_airport,Maganja da Costa Airport,-17.308700,37.500000,MZ,MZ-Q,Maganja,no
MJT,LGMT,medium_airport,Mytilene International Airport,39.057406,26.598629,GR,GR-K,Mytilene,yes
MJU,WAFJ,small_airport,Tampa Padang Airport,-2.590017,119.025051,ID,ID-SR,Mamuju,no
MJW,FVMH,small_airport,Mahenye Airport,-21.231000,32.333600,ZW,ZW-MA,Gonarezhou National Park,no
MJX,KMJX,small_airport,Ocean County Airport,39.927502,-74.292397,US,US-NJ,Toms River,no
MJY,RU-0470,small_airport,Motygino Airport,58.180921,94.745272,RU,RU-KYA,Motygino,yes
MJZ,UERR,medium_airport,Mirny Airport,62.534698,114.039001,RU,RU-SA,Mirny,yes
MKB,FOOE,small_airport,Mekambo Airport,0.976706,13.968462,GA,GA-6,Mekambo,no
MKC,KMKC,medium_airport,Charles B. Wheeler Downtown Airport,39.123199,-94.592796,US,US-MO,Kansas City,no
MKE,KMKE,large_airport,General Mitchell International Airport,42.947201,-87.896599,US,US-WI,Milwaukee,yes
MKG,KMKG,medium_airport,Muskegon County Airport,43.169498,-86.238197,US,US-MI,Muskegon,yes
MKH,FXMK,small_airport,Mokhotlong Airport,-29.281799,29.072800,LS,LS-J,Mokhotlong,no
MKI,FEGE,small_airport,M'Boki Airport,5.333010,25.931900,CF,CF-HM,Mboki,no
MKJ,FCOM,small_airport,Makoua Airport,-0.020842,15.577746,CG,CG-8,Makoua,no
MKK,PHMK,medium_airport,Molokai Airport,21.152901,-157.095993,US,US-HI,Kaunakakai,yes
MKL,KMKL,medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,US,US-TN,Jackson,yes
MKM,WBGK,medium_airport,Mukah Airport,2.881944,112.043333,MY,MY-13,Mukah,yes
MKN,AYMV,small_airport,Malekolon Airport,-4.023431,153.657278,PG,PG-NIK,Babase Island,no
MKO,KMKO,small_airport,Muskogee-Davis Regional Airport,35.656502,-95.366699,US,US-OK,Muskogee,no
MKP,NTGM,medium_airport,Makemo Airport,-16.583900,-143.658005,PF,PF-U-A,Makemo,yes
MKQ,WAKK,medium_airport,Mopah International Airport,-8.523898,140.419693,ID,ID-PS,Merauke,yes
MKR,YMEK,medium_airport,Meekatharra Airport,-26.611700,118.547997,AU,AU-WA,,yes
MKS,HAMA,small_airport,Mekane Selam Airport,10.725400,38.741500,ET,ET-AM,Mekane Selam,no
MKT,KMKT,small_airport,Mankato Regional Airport,44.224781,-93.919128,US,US-MN,Mankato,no
MKU,FOOK,medium_airport,Makokou Airport,0.579211,12.890900,GA,GA-6,Makokou,yes
MKW,WASR,medium_airport,Rendani Airport,-0.891833,134.048996,ID,ID-PB,Manokwari,yes
MKY,YBMK,medium_airport,Mackay Airport,-21.170816,149.182588,AU,AU-QLD,Mackay,yes
MKZ,WMKM,medium_airport,Malacca International Airport,2.265613,102.252778,MY,MY-04,Malacca,yes
MLA,LMML,large_airport,Malta International Airport,35.845932,14.491546,MT,MT-25,Valletta,yes
MLB,KMLB,medium_airport,Melbourne Orlando International Airport,28.102009,-80.641088,US,US-FL,Melbourne,yes
MLC,KMLC,medium_airport,Mc Alester Regional Airport,34.882401,-95.783501,US,US-OK,Mc Alester,no
MLD,KMLD,small_airport,Malad City Airport,42.166599,-112.296997,US,US-ID,Malad City,no
MLE,VRMM,large_airport,Velana International Airport,4.191830,73.529099,MV,MV-MLE,Malé,yes
MLF,KMLF,small_airport,Milford Municipal-Ben and Judy Briscoe Field,38.426601,-113.012001,US,US-UT,Milford,no
MLG,WARA,medium_airport,Abdul Rachman Saleh Airport,-7.929099,112.714233,ID,ID-JI,Malang,yes
MLI,KMLI,medium_airport,Quad City International Airport,41.448502,-90.507500,US,US-IL,Moline,yes
MLJ,KMLJ,small_airport,Baldwin County Regional Airport,33.154202,-83.240701,US,US-GA,Milledgeville,no
MLK,KM75,small_airport,Malta Airport,48.366901,-107.918999,US,US-MT,Malta,no
MLL,PADM,small_airport,Marshall Don Hunter Sr Airport,61.864300,-162.026001,US,US-AK,Marshall,yes
MLM,MMMM,large_airport,General Francisco J. Mujica International Airport,19.849899,-101.025002,MX,MX-MIC,Morelia,yes
MLN,GEML,medium_airport,Melilla Airport,35.279800,-2.956260,ES,ES-ML,Melilla,yes
MLO,LGML,small_airport,Milos Airport,36.696899,24.476900,GR,GR-L,Milos Island,yes
MLP,RPMM,small_airport,Malabang Airport,7.616911,124.057961,PH,PH-LAS,Malabang,no
MLQ,AYMP,small_airport,Malalaua Airport,-8.071389,146.155472,PG,PG-GPK,Malalaua,no
MLR,YMCT,small_airport,Millicent Airport,-37.583599,140.365997,AU,AU-SA,,no
MLS,KMLS,medium_airport,Miles City Airport - Frank Wiley Field,46.427268,-105.885372,US,US-MT,Miles City,no
MLT,KMLT,small_airport,Millinocket Municipal Airport,45.647800,-68.685600,US,US-ME,Millinocket,no
MLU,KMLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,US,US-LA,Monroe,yes
MLV,YMEU,small_airport,Merluna Airport,-13.064900,142.453600,AU,AU-QLD,Merluna,no
MLW,GLMR,medium_airport,Spriggs Payne Airport,6.289060,-10.758700,LR,LR-MO,Monrovia,yes
MLX,LTAT,medium_airport,Malatya Erhaç Airport,38.435299,38.091000,TR,TR-44,Malatya,yes
MLY,PAML,small_airport,Manley Hot Springs Airport,64.991880,-150.644102,US,US-AK,Manley Hot Springs,yes
MLZ,SUMO,small_airport,Cerro Largo International Airport,-32.337898,-54.216702,UY,UY-CL,Melo,no
MMB,RJCM,medium_airport,Memanbetsu Airport,43.880600,144.164001,JP,JP-01,Ōzora,yes
MMC,MMDM,small_airport,Ciudad Mante Los Huastecas National Airport,22.738957,-99.018516,MX,MX-TAM,Ciudad Mante,no
MMD,ROMD,medium_airport,Minamidaito Airport,25.846500,131.263000,JP,JP-47,Minamidaito,yes
MME,EGNV,medium_airport,Teesside International Airport,54.509201,-1.429410,GB,GB-ENG,"Darlington, Durham",yes
MMF,FKKF,small_airport,Mamfe Airport,5.704170,9.306390,CM,CM-SW,Mamfe,no
MMG,YMOG,medium_airport,Mount Magnet Airport,-28.116100,117.842003,AU,AU-WA,,yes
MMH,KMMH,medium_airport,Mammoth Yosemite Airport,37.625381,-118.843060,US,US-CA,Mammoth Lakes,yes
MMI,KMMI,small_airport,McMinn County Airport,35.397301,-84.562599,US,US-TN,Athens,no
MMJ,RJAF,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,JP,JP-20,Matsumoto,yes
MMK,ULMM,large_airport,Emperor Nicholas II Murmansk Airport,68.781700,32.750801,RU,RU-MUR,Murmansk,yes
MML,KMML,small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.450500,-95.821899,US,US-MN,Marshall,no
MMM,YMMU,small_airport,Middlemount Airport,-22.801444,148.706796,AU,AU-QLD,,no
MMN,6B6,small_airport,Minute Man Air Field,42.460298,-71.519031,US,US-MA,Stow,no
MMO,GVMA,medium_airport,Maio Airport,15.155900,-23.213699,CV,CV-S,Vila do Maio,yes
MMP,SKMP,small_airport,San Bernardo Airport,9.258348,-74.438393,CO,CO-BOL,Santa Cruz de Mompóx,no
MMQ,FLBA,small_airport,Mbala Airport,-8.859170,31.336399,ZM,ZM-05,Mbala,no
MMS,KMMS,small_airport,Selfs Airport,34.231499,-90.289597,US,US-MS,Marks,no
MMT,KMMT,medium_airport,Mc Entire Joint National Guard Base,33.920799,-80.801300,US,US-SC,Eastover,no
MMU,KMMU,medium_airport,Morristown Municipal Airport,40.799062,-74.414949,US,US-NJ,Morristown,no
MMV,MMV,small_airport,Mal Airport,-1.391390,144.171310,PG,PG-MRL,Mal Island,no
MMX,ESMS,large_airport,Malmö Sturup Airport,55.535564,13.376327,SE,SE-M,Malmö,yes
MMY,ROMY,medium_airport,Miyako Airport,24.782801,125.294998,JP,JP-47,Miyakojima,yes
MMZ,OAMN,medium_airport,Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,AF,AF-FYB,Maymana,no
MNA,WAMN,small_airport,Melangguane Airport,4.010334,126.673192,ID,ID-SA,Karakelong Island,no
MNB,FZAG,small_airport,Muanda Airport,-5.930637,12.351334,CD,CD-BC,Muanda,no
MNC,FQNC,medium_airport,Nacala International Airport,-14.488200,40.712200,MZ,MZ-N,Nacala,yes
MND,SK-217,small_airport,Medina Airport,4.483687,-73.344739,CO,CO-CUN,Medina,no
MNE,YMUG,small_airport,Mungeranie Airport,-28.009199,138.656998,AU,AU-SA,Mungeranie,no
MNF,NFMA,small_airport,Mana Island Airport,-17.672844,177.098500,FJ,FJ-W,Mana Island,yes
MNG,YMGD,medium_airport,Maningrida Airport,-12.056100,134.233994,AU,AU-NT,Maningrida,yes
MNH,OM-0004,medium_airport,Mussanah Airport,23.640556,57.487500,OM,OM-BA,Al Masna'ah,no
MNI,TRPG,large_airport,John A. Osborne Airport,16.791835,-62.193204,MS,MS-SP,Gerald's Park,yes
MNJ,FMSM,medium_airport,Mananjary Airport,-21.201799,48.358299,MG,MG-F,Mananjary,yes
MNK,NGMA,small_airport,Maiana Airport,1.003610,173.031006,KI,KI-G,Maiana,no
MNL,RPLL,large_airport,Ninoy Aquino International Airport,14.508600,121.019997,PH,PH-00,Manila (Pasay),yes
MNM,KMNM,small_airport,Menominee–Marinette Twin County Airport,45.126701,-87.638397,US,US-MI,Menominee,no
MNN,KMNN,small_airport,Marion Municipal Airport,40.616199,-83.063499,US,US-OH,Marion,no
MNO,FZRA,small_airport,Manono Airport,-7.288890,27.394400,CD,CD-TA,Manono,no
MNP,MNP,small_airport,Maron Island Airport,-1.550403,145.017504,PG,PG-MRL,Hermit Islands,no
MNQ,YMTO,small_airport,Monto Airport,-24.892267,151.101787,AU,AU-QLD,,no
MNR,FLMG,medium_airport,Mongu Airport,-15.254500,23.162300,ZM,ZM-01,Mongu,no
MNS,FLMA,small_airport,Mansa Airport,-11.137000,28.872601,ZM,ZM-04,Mansa,no
MNT,51Z,small_airport,Minto Al Wright Airport,65.147991,-149.368658,US,US-AK,Minto,yes
MNU,VYMM,small_airport,Mawlamyine Airport,16.444700,97.660698,MM,MM-15,Mawlamyine,yes
MNV,YMVY,small_airport,Mount Valley Airport,-14.083300,133.817001,AU,AU-NT,,no
MNW,YMDS,small_airport,Macdonald Downs Airport,-22.444000,135.199005,AU,AU-NT,,no
MNX,SBMY,medium_airport,Manicoré Airport,-5.811380,-61.278301,BR,BR-AM,Manicoré,yes
MNY,AGGO,small_airport,Mono Airport,-7.416940,155.565002,SB,SB-WE,Stirling Island,yes
MNZ,KHEF,medium_airport,Washington Manassas Harry P. Davis Field,38.723021,-77.515422,US,US-VA,Manassas,no
MOA,MUMO,medium_airport,Orestes Acosta Airport,20.653900,-74.922203,CU,CU-11,Moa,no
MOB,KMOB,medium_airport,Mobile Regional Airport,30.691200,-88.242798,US,US-AL,Mobile,yes
MOC,SBMK,medium_airport,Mário Ribeiro Airport,-16.706919,-43.818901,BR,BR-MG,Montes Claros,yes
MOD,KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.625801,-120.954002,US,US-CA,Modesto,no
MOE,VYMO,medium_airport,Momeik Airport,23.092501,96.645302,MM,MM-17,,no
MOF,WATC,small_airport,Frans Xavier Seda Airport,-8.639514,122.238135,ID,ID-NT,Waioti,yes
MOG,VYMS,medium_airport,Mong Hsat Airport,20.516800,99.256798,MM,MM-17,Mong Hsat,yes
MOH,MOH,small_airport,Maleo Airport,-2.201143,121.662884,ID,ID-ST,Morowali,yes
MOI,NCMR,small_airport,Mitiaro Island Airport,-19.842501,-157.703003,CK,CK-U-A,Mitiaro Island,yes
MOJ,SMMO,small_airport,Moengo Airstrip,5.607600,-54.400300,SR,SR-MA,Moengo,yes
MOK,UTNM,small_airport,Muynak Airport,43.753636,59.029884,UZ,UZ-QR,Muynak,no
MOL,ENML,medium_airport,"Molde Airport, Årø",62.744701,7.262500,NO,NO-15,Årø,yes
MOM,GQNL,small_airport,Letfotar Airport,17.750000,-12.500000,MR,MR-05,Moudjeria,no
MON,NZMC,medium_airport,Mount Cook Airport,-43.764999,170.132996,NZ,NZ-CAN,,no
MOO,YOOM,small_airport,Moomba Airport,-28.099400,140.197006,AU,AU-SA,Moomba,no
MOP,KMOP,small_airport,Mount Pleasant Municipal Airport,43.621700,-84.737503,US,US-MI,Mount Pleasant,no
MOQ,FMMV,medium_airport,Morondava Airport,-20.284700,44.317600,MG,MG-U,Morondava,yes
MOR,KMOR,small_airport,Morristown Regional Airport,36.179401,-83.375504,US,US-TN,Morristown,no
MOS,MOS,small_airport,Moses Point Airport,64.694116,-162.060699,US,US-AK,Elim,no
MOT,KMOT,medium_airport,Minot International Airport,48.258010,-101.279123,US,US-ND,Minot,yes
MOU,PAMO,small_airport,Mountain Village Airport,62.095402,-163.682007,US,US-AK,Mountain Village,yes
MOV,YMRB,medium_airport,Moranbah Airport,-22.057800,148.076996,AU,AU-QLD,Moranbah,yes
MOX,KMOX,small_airport,Morris Municipal Airport Charlie Schmidt Field,45.566002,-95.967201,US,US-MN,Morris,no
MOY,SK-109,small_airport,Monterrey Airport,4.906926,-72.894809,CO,CO-CAS,Monterrey,no
MOZ,NTTM,medium_airport,Moorea Temae Airport,-17.489790,-149.761777,PF,PF-U-A,Moorea-Maiao,yes
MPA,FYKM,medium_airport,Katima Mulilo Airport,-17.634258,24.176688,NA,NA-CA,Mpacha,yes
MPB,X44,seaplane_base,Miami Seaplane Base,25.783075,-80.177545,US,US-FL,Miami,no
MPC,WIGM,small_airport,Muko Muko Airport,-2.541058,101.087651,ID,ID-BE,Muko Muko,yes
MPD,OPMP,small_airport,Sindhri Tharparkar Airport,25.682800,69.072800,PK,PK-SD,Sindhri,no
